wavelength_nm,mean_worst,positive_worst,mean_axial_std,infocus_mean,neg_fraction,p10_worst,p50_worst,min_worst
500,0.18964568057952844,0.18964568057952844,0.09356482984071901,0.44724086836508853,0.0,0.061637481199919734,0.12697309674954776,0.05682359094199335
525,0.2564633283655034,0.2564633283655034,0.06939522840900779,0.43919827264904343,0.0,0.12471162235883297,0.20676962444693067,0.08943937952379827
550,0.3054448535829849,0.3054448535829849,0.05463097067059799,0.43682022393498166,0.0,0.15593465693787342,0.27081226374513345,0.11965477805481363
575,0.30171119018839554,0.30171119018839554,0.05250963043961614,0.43880329578053195,0.0,0.12978491568077696,0.27716419124862446,0.09977113768621204
600,0.2890619516404782,0.2890619516404782,0.05941952133254038,0.4440750170476378,0.0,0.09748261408909266,0.2480996526302242,0.06796437715206216
